title,genre,studio,number_of_episodes,release_date,content_type,viewer_reviews,source
Aoharu x Machinegun,"Action, Comedy, Slice of Life, Sports",Brain's Base,12,2015-07,Tv,66,AniList
Naruto the Movie: Legend of the Stone of Gelel,"Adventure, Comedy, Drama, Fantasy, Supernatural",Studio Pierrot,1,2005-08,Movie,65,AniList
My Unique Skill Makes Me OP even at Level 1,"Adventure, Fantasy",Maho Film,12,2023-07,Tv,61,AniList
If Her Flag Breaks,"Comedy, Romance",Hoods Entertainment,13,2014-04,Tv,59,AniList
Fruits Basket -prelude-,"Drama, Romance",TMS Entertainment,1,2022-02,Movie,83,AniList
Miss Caretaker of Sunohara-sou,"Comedy, Ecchi, Slice of Life",SILVER LINK.,12,2018-07,Tv,64,AniList
Castle Town Dandelion,"Comedy, Slice of Life",Production IMS,12,2015-07,Tv,69,AniList
Fairy Tail: Phoenix Priestess,"Action, Adventure, Comedy, Fantasy",TV Tokyo,1,2012-08,Movie,70,AniList
My Hero Academia: Vigilantes,"Action, Adventure, Drama, Fantasy",bones film,13,2025-04,Tv,74,AniList
Fate/kaleid liner Prisma☆Illya 2wei!,"Action, Comedy, Ecchi, Fantasy, Mahou Shoujo",SILVER LINK.,10,2014-07,Tv,70,AniList
Princess Tutu,"Drama, Fantasy, Mahou Shoujo, Mystery, Psychological, Romance",Hal Film Maker,38,2002-08,Tv,81,AniList
Pokémon the Movie 2000,"Action, Adventure, Drama, Fantasy",OLM,1,1999-07,Movie,71,AniList
Pupa,"Drama, Fantasy, Horror, Psychological",Studio DEEN,12,2014-01,Tv Short,27,AniList
NAKAIMO - My Little Sister Is Among Them!,"Comedy, Ecchi, Romance",Lantis,12,2012-07,Tv,60,AniList
The Maid I Hired Recently is Mysterious,"Comedy, Romance, Slice of Life",BLADE,11,2022-07,Tv,63,AniList
Full Metal Panic? Fumoffu,"Action, Comedy, Romance",Kyoto Animation,12,2003-08,Tv,77,AniList
Netsuzou Trap -NTR-,"Drama, Ecchi, Romance",Creators in Pack,12,2017-07,Tv Short,48,AniList
Chaika -The Coffin Princess- AVENGING BATTLE,"Action, Adventure, Comedy, Fantasy",bones,10,2014-10,Tv,69,AniList
Darker than Black: Origins,"Action, Mystery, Psychological, Sci-Fi",bones,4,2010-01,Special,76,AniList
Chihayafuru 3,"Drama, Romance, Slice of Life, Sports",MADHOUSE,24,2019-10,Tv,85,AniList
APPARE-RANMAN!,"Action, Adventure, Comedy",P.A.WORKS,13,2020-04,Tv,70,AniList
MM!,"Comedy, Ecchi",Xebec,12,2010-10,Tv,65,AniList
The Ones Within,"Adventure, Comedy, Drama, Mystery, Sci-Fi",SILVER LINK.,12,2019-07,Tv,66,AniList
When They Cry Rei,"Comedy, Mystery, Psychological, Supernatural, Thriller",Studio DEEN,5,2009-02,Ova,71,AniList
The Idol Master,"Comedy, Drama, Music, Slice of Life",Aniplex,25,2011-07,Tv,75,AniList
Terra Formars,"Action, Horror, Sci-Fi",LIDENFILMS,13,2014-09,Tv,65,AniList
Memories,"Adventure, Comedy, Drama, Horror, Mystery, Psychological, Sci-Fi",MADHOUSE,3,1995-12,Movie,75,AniList
Mob Psycho 100 II: The First Spirits and Such Company Trip ~A Journey that Mends the Heart and Heals the Soul~,"Action, Comedy, Supernatural",bones,1,2019-09,Ova,76,AniList
Space Dandy 2,"Comedy, Sci-Fi",bones,13,2014-07,Tv,81,AniList
Grandpa and Grandma Turn Young Again,"Comedy, Fantasy, Romance, Slice of Life",KADOKAWA,11,2024-04,Tv,71,AniList
Ga-Rei-Zero,"Action, Supernatural, Thriller",AIC Spirits,12,2008-10,Tv,73,AniList
Kubikiri Cycle: The Blue Savant and the Nonsense User,"Drama, Mystery, Psychological, Thriller",Shaft,8,2016-10,Ova,77,AniList
Dropkick on My Devil!,"Comedy, Slice of Life, Supernatural",Nomad,11,2018-07,Tv,67,AniList
Youjo Senki II,"Action, Fantasy",NUT,,,Tv,,AniList
"The Most Notorious ""Talker"" Runs the World's Greatest Clan","Action, Adventure, Comedy, Fantasy, Psychological",Felix Film,12,2024-10,Ona,74,AniList
My Life as Inukai-san’s Dog,"Comedy, Ecchi, Romance, Supernatural",Quad,12,2023-01,Tv Short,46,AniList
Dagashi Kashi 2,"Comedy, Slice of Life",Tezuka Productions,12,2018-01,Tv Short,67,AniList
Love Hina,"Comedy, Ecchi, Romance, Slice of Life",TV Tokyo,24,2000-04,Tv,66,AniList
Ikebukuro West Gate Park,"Drama, Mystery",Doga Kobo,12,2020-10,Tv,65,AniList
Shakugan no Shana: Season III,"Action, Fantasy, Romance, Supernatural",J.C.STAFF,24,2011-10,Tv,72,AniList
Skip Beat!,"Comedy, Drama, Romance",Hal Film Maker,25,2008-10,Tv,77,AniList
Moribito: Guardian of the Spirit,"Action, Adventure, Fantasy",Production I.G,26,2007-04,Tv,79,AniList
Mobile Suit Gundam,"Drama, Mecha, Sci-Fi",Sunrise,43,1979-04,Tv,76,AniList
7SEEDS,"Action, Adventure, Drama, Horror, Mystery, Psychological, Romance, Sci-Fi",GONZO,12,2019-06,Ona,63,AniList
Wasteful Days of High School Girls,"Comedy, Slice of Life",Passione,12,2019-07,Tv,74,AniList
The Perfect Insider,"Drama, Mystery, Psychological, Sci-Fi, Thriller",A-1 Pictures,11,2015-10,Tv,68,AniList
SHADOWS HOUSE 2nd Season,"Fantasy, Horror, Mystery, Slice of Life, Supernatural",Aniplex,12,2022-07,Tv,79,AniList
BEATLESS,"Action, Drama, Romance, Sci-Fi",diomedéa,24,2018-01,Tv,57,AniList
ISHURA,"Action, Drama, Fantasy",KADOKAWA,12,2024-01,Tv,65,AniList
Ultramarine Magmell,"Action, Adventure, Fantasy",Studio Signpost,13,2019-04,Tv,58,AniList
BLUE LOCK THE MOVIE -EPISODE NAGI-,"Action, Drama, Sports",8-bit,1,2024-04,Movie,74,AniList
Soul Eater Not!,"Action, Comedy, Ecchi, Supernatural",bones,12,2014-04,Tv,55,AniList
My Tiny Senpai,"Comedy, Romance, Slice of Life",project No.9,12,2023-07,Tv,67,AniList
Ghost in the Shell: Stand Alone Complex 2nd GIG,"Action, Mystery, Psychological, Sci-Fi",Production I.G,26,2004-01,Tv,84,AniList
Spice and Wolf II: Wolf and the Amber Melancholy,"Adventure, Fantasy, Romance",Funimation,1,2009-04,Ova,76,AniList
World Trigger 2nd Season,"Action, Sci-Fi",Toei Animation,12,2021-01,Tv,80,AniList
Hakata Tonkotsu Ramens,"Action, Mystery",Satelight,12,2018-01,Tv,71,AniList
Princess Connect! Re:Dive Season 2,"Action, Adventure, Comedy, Fantasy",CygamesPictures,12,2022-01,Tv,77,AniList
Arte,"Drama, Romance, Slice of Life",Seven Arcs,12,2020-04,Tv,69,AniList
JoJo's Bizarre Adventure,"Action, Adventure, Drama, Horror, Supernatural",APPP,6,1993-11,Ova,72,AniList
Back Street Girls -GOKUDOLS-,"Comedy, Ecchi, Music",J.C.STAFF,10,2018-07,Tv,66,AniList
DAKAICHI -I'm being harassed by the sexiest man of the year-,"Comedy, Drama, Romance",CloverWorks,13,2018-10,Tv,70,AniList
Noragami ARAGOTO OVA,"Action, Adventure, Comedy, Slice of Life, Supernatural",bones,2,2015-11,Ova,75,AniList
ORESUKI: Are you the only one who loves me?: Our Playball / Our End Run / Our Game,"Comedy, Drama, Romance, Slice of Life",CONNECT,1,2020-09,Ova,73,AniList
Prison School: Mad Wax,"Comedy, Ecchi, Romance",J.C.STAFF,1,2016-03,Ova,71,AniList
Omamori Himari,"Action, Comedy, Ecchi, Fantasy, Romance",ZEXCS,12,2010-01,Tv,63,AniList
Umineko: When They Cry,"Drama, Horror, Mystery, Psychological, Supernatural",NBCUniversal Entertainment Japan,26,2009-07,Tv,63,AniList
Seraph of the End: Vampire Reign - Owaranai Seraph,"Action, Comedy, Sci-Fi, Supernatural",WIT STUDIO,9,2015-06,Special,72,AniList
One-Punch Man Season 2 OVA,"Action, Comedy, Sci-Fi, Supernatural",J.C.STAFF,6,2019-10,Ova,72,AniList
Backflip!!,"Comedy, Drama, Sports",ZEXCS,12,2021-04,Tv,74,AniList
Mr. Osomatsu,"Comedy, Slice of Life",Studio Pierrot,25,2015-10,Tv,75,AniList
Princess Lover!,"Comedy, Ecchi, Romance",GoHands,12,2009-07,Tv,62,AniList
GJ Club,"Comedy, Slice of Life",VAP,12,2013-01,Tv,70,AniList
GANBARE DOUKICHAN,"Comedy, Ecchi, Romance, Slice of Life",Atelier Pontdarc,12,2021-09,Ona,64,AniList
Den-noh Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",MADHOUSE,26,2007-05,Tv,78,AniList
Pokémon 3: The Movie,"Action, Adventure, Drama, Fantasy",OLM,1,2000-07,Movie,68,AniList
Nisekoi OVA,"Comedy, Romance",Shaft,3,2014-10,Ova,71,AniList
Whisper Me a Love Song,"Drama, Music, Romance",CLOUDHEARTS,12,2024-04,Tv,64,AniList
Tales of Wedding Rings,"Adventure, Comedy, Ecchi, Fantasy, Romance",Staple Entertainment,12,2024-01,Tv,59,AniList
Robotics;Notes,"Drama, Mecha, Sci-Fi",Production I.G,22,2012-10,Tv,70,AniList
Made in Abyss: Wandering Twilight,"Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi",Kinema Citrus,1,2019-01,Movie,83,AniList
Nyaruko-san: Another Crawling Chaos W,"Comedy, Romance, Sci-Fi",Xebec,12,2013-04,Tv,69,AniList
"Now and Then, Here and There","Adventure, Drama, Fantasy, Sci-Fi",AIC,13,1999-10,Tv,73,AniList
My Hero Academia the Movie: Two Heroes Specials,"Action, Drama",bones,2,2019-02,Ova,71,AniList
Bleach the Movie: Hell Verse,"Action, Supernatural",Studio Pierrot,1,2010-12,Movie,73,AniList
Sabagebu! - Survival Game Club!,"Action, Comedy, Sports",Studio Signpost,12,2014-07,Tv,71,AniList
Sekirei: Pure Engagement,"Action, Comedy, Ecchi",Aniplex,13,2010-06,Tv,68,AniList
Death Note: Relight,"Mystery, Psychological, Supernatural, Thriller",MADHOUSE,2,2007-08,Special,74,AniList
RWBY: Ice Queendom,"Action, Fantasy, Sci-Fi",Shaft,12,2022-07,Tv,61,AniList
Seven Mortal Sins,"Action, Ecchi, Fantasy",Artland,12,2017-04,Tv,52,AniList
OneRoom,"Romance, Slice of Life",TYPHOON GRAPHICS,12,2017-01,Tv Short,52,AniList
The Faraway Paladin: The Lord of Rust Mountains,"Action, Adventure, Fantasy, Mystery, Psychological",OLM,12,2023-10,Tv,73,AniList
Hayate the Combat Butler,"Action, Comedy, Romance",TV Tokyo,52,2007-04,Tv,72,AniList
ItaKiss,"Comedy, Romance",Bandai Visual,25,2008-04,Tv,69,AniList
The Weakest Tamer Began a Journey to Pick Up Trash,"Adventure, Fantasy",Studio Massket,12,2024-01,Tv,74,AniList
Bludgeoning Angel Dokuro-chan,"Comedy, Ecchi, Supernatural",NBCUniversal Entertainment Japan,4,2005-03,Ova,60,AniList
True Tears,"Drama, Romance",Bandai Visual,13,2008-01,Tv,68,AniList
The Great Cleric,"Adventure, Comedy, Fantasy",Yokohama Animation Lab,12,2023-07,Ona,70,AniList
Mobile Suit Gundam 00,"Action, Drama, Mecha, Sci-Fi",Sunrise,25,2007-10,Tv,78,AniList
Possibly the Greatest Alchemist of All Time,"Adventure, Fantasy",AlphaPolis,12,2025-01,Tv,66,AniList
Love Live! The School Idol Movie,"Music, Slice of Life",Sunrise,1,2015-06,Movie,77,AniList
Cat Planet Cuties,"Comedy, Ecchi, Romance, Sci-Fi",AIC,12,2010-07,Tv,61,AniList
Helck,"Action, Adventure, Comedy, Drama, Fantasy",Satelight,24,2023-07,Tv,71,AniList
Dead Mount Death Play Part 2,"Action, Fantasy, Supernatural, Thriller",King Records,12,2023-10,Tv,74,AniList
Gurren Lagann The Movie: Childhood's End,"Action, Comedy, Drama, Mecha, Romance, Sci-Fi",Gainax,1,2008-09,Movie,79,AniList
"Love, Chunibyo & Other Delusions - Heart Throb -: The Rikka Wars/ Apocalypse of the Wicked Lord Shingan Reborn","Comedy, Romance, Slice of Life",Kyoto Animation,1,2014-09,Ova,73,AniList
I Have a Crush at Work,"Comedy, Romance, Slice of Life",BLADE,12,2025-01,Tv,75,AniList
I’ll Become a Villainess Who Goes Down in History,"Comedy, Fantasy, Romance",KADOKAWA,13,2024-10,Tv,72,AniList
Gonna be the Twin-Tail!!,"Action, Comedy, Ecchi, Fantasy, Romance",Production IMS,12,2014-10,Tv,61,AniList
Sing a Bit of Harmony,"Music, Sci-Fi",J.C.STAFF,1,2021-10,Movie,76,AniList
"Listen to Me, Girls. I Am Your Father!","Comedy, Drama, Romance, Slice of Life",feel.,12,2012-01,Tv,69,AniList
Full Metal Panic! The Second Raid,"Action, Mecha, Sci-Fi",Kyoto Animation,13,2005-07,Tv,77,AniList
Mobile Suit Gundam: The Witch from Mercury Season 2,"Action, Mecha, Sci-Fi",Sunrise,12,2023-04,Tv,78,AniList
Invaders of the Rokujoma!?,"Comedy, Romance, Supernatural",SILVER LINK.,12,2014-07,Tv,68,AniList
Medaka Kuroiwa is Impervious to My Charms,"Comedy, Ecchi, Romance",SynergySP,12,2025-01,Tv,64,AniList
"Even Given the Worthless “Appraiser” Class, I’m Actually the Strongest","Action, Adventure, Comedy, Drama, Fantasy, Romance",Okuruto Noboru,12,2025-01,Tv,63,AniList
"High School DxD NEW OVA Oppai, Tsutsumimasu!","Comedy, Ecchi, Fantasy",Genco,1,2015-03,Ova,68,AniList
Jormungand: Perfect Order,"Action, Adventure",Funimation,12,2012-10,Tv,76,AniList
"Please Put Them On, Takamine-san","Comedy, Ecchi, Romance, Slice of Life",KADOKAWA,12,2025-04,Tv,57,AniList
Lookism,"Action, Comedy, Drama, Supernatural",Netflix,8,2022-12,Ona,73,AniList
Black Cat,"Action, Adventure, Comedy, Sci-Fi",GONZO,23,2005-10,Tv,69,AniList
Smile Down the Runway,"Drama, Slice of Life",Ezo’la,12,2020-01,Tv,73,AniList
Beyond the Boundary -I'LL BE HERE-: Past,"Drama, Fantasy, Slice of Life, Supernatural",Kyoto Animation,1,2015-03,Movie,74,AniList
To LOVE-Ru OVA,"Comedy, Ecchi, Sci-Fi",Xebec,6,2009-04,Ova,68,AniList
Student Council's Discretion,Comedy,Studio DEEN,12,2009-10,Tv,70,AniList
Non Non Biyori Nonstop,"Comedy, Slice of Life",SILVER LINK.,12,2021-01,Tv,83,AniList
Casshern Sins,"Action, Adventure, Drama, Psychological, Sci-Fi",MADHOUSE,24,2008-10,Tv,74,AniList
Pokémon the Series: Diamond and Pearl,"Action, Adventure, Comedy, Fantasy",TV Tokyo,191,2006-09,Tv,71,AniList
Karneval (TV),"Action, Fantasy, Mystery, Sci-Fi",Bandai Visual,13,2013-04,Tv,66,AniList
Gugure! Kokkuri-san,"Comedy, Supernatural",TMS Entertainment,12,2014-10,Tv,72,AniList
Star Wars: Visions,"Action, Adventure, Sci-Fi",Kinema Citrus,9,2021-09,Ona,71,AniList
Boogiepop Phantom,"Drama, Horror, Mystery, Psychological, Supernatural",MADHOUSE,12,2000-01,Tv,70,AniList
Arknights: PRELUDE TO DAWN,"Action, Fantasy",Yostar Pictures,8,2022-10,Tv,70,AniList
Can a Boy-Girl Friendship Survive?,"Comedy, Romance",J.C.STAFF,12,2025-04,Tv,66,AniList
the Garden of sinners Chapter 8: The Final Chapter,"Mystery, Psychological, Supernatural",ufotable,1,2011-02,Ova,71,AniList
Tari Tari,"Music, Slice of Life",Bandai Visual,13,2012-07,Tv,71,AniList
"Yahari Ore no Seishun Love Come wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.","Comedy, Drama, Romance, Slice of Life",feel.,1,2023-04,Ova,77,AniList
K-ON! Season 2: Plan!,"Comedy, Music, Slice of Life",Kyoto Animation,1,2011-03,Ova,77,AniList
Dance in the Vampire Bund,"Action, Ecchi, Romance, Supernatural",Shaft,12,2010-01,Tv,65,AniList
Gunslinger Girl,"Action, Drama, Psychological, Sci-Fi",MADHOUSE,13,2003-10,Tv,71,AniList
Date A Live V,"Action, Comedy, Ecchi, Fantasy, Mecha, Romance, Sci-Fi",KADOKAWA,12,2024-04,Tv,76,AniList
Orange: Future,"Drama, Psychological, Romance, Sci-Fi, Supernatural",Telecom Animation Film,1,2016-11,Movie,73,AniList
Hori-san to Miyamura-kun,"Comedy, Romance, Slice of Life",Hoods Entertainment,6,2012-09,Ova,72,AniList
Naruto the Movie: Guardians of the Crescent Moon Kingdom,"Action, Adventure",Studio Pierrot,1,2006-08,Movie,65,AniList
ISLAND,"Drama, Mystery, Romance, Sci-Fi",feel.,12,2018-07,Tv,58,AniList
"Recently, My Sister Is Unusual","Comedy, Ecchi, Romance, Supernatural",project No.9,12,2014-01,Tv,57,AniList
How to Keep a Mummy,"Comedy, Slice of Life, Supernatural",8-bit,12,2018-01,Tv,72,AniList
Bleach the Movie: The DiamondDust Rebellion,"Action, Adventure, Drama, Supernatural",Studio Pierrot,1,2007-12,Movie,69,AniList
Clockwork Planet,"Drama, Ecchi, Fantasy, Romance, Sci-Fi",Xebec,12,2017-04,Tv,58,AniList
Yona of the Dawn OVA,"Action, Comedy, Fantasy, Romance",Studio Pierrot,3,2015-09,Ova,79,AniList
I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness,"Comedy, Fantasy, Romance, Slice of Life",Zero-G,12,2023-10,Tv,70,AniList
She Professed Herself Pupil of the Wise Man,"Adventure, Fantasy",Funimation,12,2022-01,Tv,59,AniList
Dragon Ball Z: Fusion Reborn,"Action, Adventure, Sci-Fi",Toei Animation,1,1995-03,Movie,73,AniList
Hetalia Axis Powers,Comedy,Studio DEEN,52,2009-01,Ona,65,AniList
Seven Senses of the Re'Union,"Action, Drama, Fantasy, Romance, Sci-Fi",Lerche,12,2018-07,Tv,56,AniList
Genshiken,"Comedy, Slice of Life",Genco,12,2004-10,Tv,74,AniList
Time of Eve,"Sci-Fi, Slice of Life",Studio Rikka,6,2008-08,Ona,77,AniList
ORIENT,"Action, Adventure, Comedy, Fantasy",A.C.G.T.,12,2022-01,Tv,62,AniList
Kaoru Hana wa Rin to Saku,"Comedy, Drama, Romance",Aniplex,,2025-07,Tv,,AniList
To the Abandoned Sacred Beasts,"Action, Drama, Fantasy, Mystery, Supernatural",MAPPA,12,2019-07,Tv,61,AniList
Natsume's Book of Friends Season 6,"Drama, Fantasy, Slice of Life, Supernatural",Shuka,11,2017-04,Tv,85,AniList
Prince of Stride: Alternative,Sports,MADHOUSE,12,2016-01,Tv,65,AniList
Yozakura Quartet,"Action, Comedy, Supernatural",Nomad,12,2008-10,Tv,65,AniList
Dragon Ball Z: Broly - The Legendary Super Saiyan,"Action, Adventure, Sci-Fi",Toei Animation,1,1993-03,Movie,70,AniList
Detroit Metal City,"Comedy, Music",Horipro,12,2008-08,Ova,76,AniList
Tsuritama,"Comedy, Sci-Fi, Slice of Life, Sports",Aniplex,12,2012-04,Tv,73,AniList
Natsume's Book of Friends Season 5,"Drama, Fantasy, Slice of Life, Supernatural",Shuka,11,2016-10,Tv,84,AniList
Bleach the Movie: Fade to Black,"Action, Adventure, Drama, Supernatural",Studio Pierrot,1,2008-12,Movie,71,AniList
Tales from Earthsea,"Adventure, Fantasy",Studio Ghibli,1,2006-07,Movie,64,AniList
Fate/strange Fake -Whispers of Dawn-,"Action, Adventure, Fantasy, Mystery, Supernatural",A-1 Pictures,1,2023-07,Special,81,AniList
Urara Meirocho,"Comedy, Fantasy, Slice of Life",J.C.STAFF,12,2017-01,Tv,68,AniList
Baccano! Specials,"Action, Comedy, Mystery, Supernatural",Aniplex,3,2008-02,Special,78,AniList
Berserk 2,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",Millepensee,12,2017-04,Tv,59,AniList
Fate/stay night: Unlimited Blade Works 2nd Season - sunny day,"Action, Fantasy",ufotable,1,2015-10,Special,73,AniList
TenPuru,"Comedy, Drama, Ecchi, Romance, Slice of Life",Gekkou,12,2023-07,Tv,65,AniList
By the Grace of the Gods 2,"Adventure, Fantasy, Slice of Life",Maho Film,12,2023-01,Tv,67,AniList
You and Me.,"Comedy, Drama, Romance, Slice of Life",J.C.STAFF,13,2011-10,Tv,73,AniList
Ghost Hunt,"Comedy, Horror, Mystery, Supernatural",J.C.STAFF,25,2006-10,Tv,73,AniList
Love Live! Sunshine!! Season 2,"Music, Slice of Life",Sunrise,13,2017-10,Tv,75,AniList
Oreimo 2 (ONA),"Comedy, Romance, Slice of Life",Aniplex,3,2013-08,Ona,59,AniList
Initial D Fifth Stage,"Action, Drama, Sports",Avex Entertainment,14,2012-11,Tv,79,AniList
Harukana Receive,"Ecchi, Slice of Life, Sports",C2C,12,2018-07,Tv,64,AniList
Fate/kaleid liner Prisma☆Illya 2wei! Herz!,"Action, Comedy, Ecchi, Fantasy, Mahou Shoujo",SILVER LINK.,10,2015-07,Tv,69,AniList
Horizon in the Middle of Nowhere,"Action, Comedy, Drama, Fantasy, Romance, Sci-Fi",Sunrise,13,2011-10,Tv,66,AniList
"Girlfriend, Girlfriend Season 2","Comedy, Ecchi, Romance, Slice of Life",SynergySP,12,2023-10,Tv,69,AniList
Triage X,"Action, Drama, Ecchi",Xebec,10,2015-04,Tv,58,AniList
Gintama - The Movie,"Action, Comedy, Sci-Fi",Sunrise,1,2010-04,Movie,83,AniList
I've Been Killing Slimes For 300 Years And Maxed Out My Level Season 2,"Comedy, Fantasy, Slice of Life",Teddy,12,2025-04,Tv,68,AniList
Hyperdimension Neptunia,"Action, Comedy, Ecchi, Mahou Shoujo, Sci-Fi, Supernatural",Frontier Works,12,2013-06,Tv,65,AniList
Cop Craft,"Action, Fantasy, Sci-Fi",Millepensee,12,2019-07,Tv,64,AniList
Maria†Holic,Comedy,Shaft,12,2009-01,Tv,66,AniList
Ace Attorney,"Comedy, Drama, Mystery, Supernatural",A-1 Pictures,24,2016-04,Tv,60,AniList
The Brilliant Healer's New Life in the Shadows,"Action, Comedy, Fantasy",Shouchiku,12,2025-04,Tv,63,AniList
365 Days to the Wedding,"Romance, Slice of Life",Ashi Productions,12,2024-10,Tv,70,AniList
Inari Kon Kon,"Comedy, Romance, Supernatural",Production IMS,10,2014-01,Tv,69,AniList
She and Her Cat -Everything Flows-,"Drama, Slice of Life",LIDENFILMS,4,2016-03,Tv Short,74,AniList
Digimon: Digital Monsters 02,"Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",Toei Animation,50,2000-04,Tv,69,AniList
Fullmetal Alchemist: The Sacred Star of Milos,"Action, Adventure, Comedy, Drama, Fantasy",bones,1,2011-07,Movie,69,AniList
Strike Witches,"Action, Ecchi, Sci-Fi",GONZO,12,2008-07,Tv,66,AniList
Pokémon the Series: XYZ,"Action, Adventure, Comedy, Fantasy",OLM,47,2015-10,Tv,76,AniList
"My Sister, My Writer","Comedy, Ecchi, Romance",NAZ,10,2018-10,Tv,44,AniList
Sword of the Demon Hunter: Kijin Gentosho,"Action, Adventure, Fantasy",Yokohama Animation Lab,,2025-03,Tv,71,AniList
"How clumsy you are, Miss Ueno.","Comedy, Ecchi, Romance, Slice of Life",Lesprit,12,2019-01,Tv Short,63,AniList
HAIKYU!!: Lev Appears!,"Comedy, Drama, Sports",Production I.G,1,2014-11,Ova,75,AniList
My Wife is the Student Council President+!,"Comedy, Ecchi",Seven,12,2016-10,Tv Short,62,AniList
That Time I Got Reincarnated as a Slime: Visions of Coleus,"Action, Adventure, Comedy, Fantasy",8-bit,3,2023-11,Ova,76,AniList
ONE PIECE FAN LETTER,"Action, Adventure, Fantasy",Toei Animation,1,2024-10,Special,90,AniList
My One-Hit Kill Sister,"Comedy, Fantasy, Romance",Gekkou,12,2023-04,Tv,60,AniList
BanG Dream!,"Comedy, Drama, Music, Slice of Life",Xebec,13,2017-01,Tv,68,AniList
selector infected WIXOSS,"Drama, Psychological, Thriller",J.C.STAFF,12,2014-04,Tv,69,AniList
Pokémon 4Ever,"Action, Adventure, Comedy, Drama, Fantasy",OLM,1,2001-07,Movie,66,AniList
Penguin Highway,"Drama, Mystery, Sci-Fi, Slice of Life",Studio Colorido,1,2018-08,Movie,74,AniList
Is the Order a Rabbit?? Season 2,Slice of Life,WHITE FOX,12,2015-10,Tv,76,AniList
Ghost in the Shell 2: Innocence,"Action, Psychological, Sci-Fi",Production I.G,1,2004-03,Movie,75,AniList
